ball_index,entry_theory_s,exit_theory_s,theory_spacing_s,entry_peak_s,exit_peak_s,detected_spacing_s,entry_hf_peak,exit_hf_peak,exit_entry_peak_ratio,entry_hf_rms,exit_hf_rms,exit_entry_rms_ratio,entry_lowpass_step
6,0.047971631205673756,0.04904964539007092,0.001078014184397163,0.048046875,0.049046875000000004,0.0010000000000000009,216.09657544496247,1072.8696102810593,4.964769145794761,129.53453117252425,499.8595804531416,3.85889056708276,12.768724060156384
7,0.056056737588652476,0.05713475177304964,0.001078014184397163,0.0558125,0.05690625,0.0010937499999999975,496.12096818724865,441.8042477997675,0.8905171845770876,295.8562602043223,271.43739666338905,0.917463759177956,1.4646407867389553
0,0.0641418439716312,0.06521985815602836,0.001078014184397163,0.064,0.06521875,0.0012187500000000046,226.78020913625846,404.78412807631105,1.7849182237639654,154.79569396528163,202.85225684377068,1.310451548408494,0.40305540257884276
1,0.07222695035460992,0.07330496453900709,0.001078014184397163,0.072359375,0.073421875,0.001062499999999994,86.3675241087956,495.5162080080553,5.737297822545688,53.50149577727113,253.58606557449215,4.739793942026988,0.36504343758596014
2,0.08031205673758865,0.08139007092198582,0.001078014184397163,0.08026562500000001,0.081359375,0.0010937499999999906,205.0139356458377,200.42689779088104,0.9776257265609457,136.09697819460968,133.55583453856926,0.9813284344020721,0.5776693367125478
3,0.08839716312056736,0.08947517730496453,0.001078014184397163,0.08846875,0.08946875,0.0010000000000000009,236.96823305424923,1077.8216122648173,4.548380170510328,132.88901005478164,505.4912685339669,3.8038605925771076,13.440895785958126
4,0.09648226950354609,0.09756028368794326,0.001078014184397163,0.09626562500000001,0.097359375,0.0010937499999999906,513.729957835882,439.60684725438114,0.8557158105130779,313.1422392491379,281.88517204776736,0.9001825263933741,1.2441407457856164
