time_s,raw_acceleration_mps2,highpass_mps2,lowpass_mps2
0.08857812500000001,-121.36441219820678,-129.17600747731873,7.811595015015741
0.08859375,-91.57333521810158,-99.70345976983327,8.130124287696884
0.088609375,-59.32072525292876,-67.75817141074126,8.437445894489713
0.088625,-25.14927208049705,-33.881917473506434,8.732645131072372
0.088640625,10.300183733236954,1.2853544538246808,9.014829019557176
0.08865625,46.29218424088935,37.00905347875637,9.28313050507746
0.088671875,82.00844167903396,72.47172881741534,9.536712608100952
0.0886875,116.56767064499671,106.79289791375265,9.774772482022108
0.08870312500000001,149.0527244566386,139.0561788868416,9.996545325647002
0.08871875,178.54378149263746,168.3424731529286,10.201308101424374
0.088734375,204.15583504337607,193.76745179908218,10.388383012684391
0.08875,225.07830369958614,214.52116277879287,10.557140696682948
0.088765625,240.6142495308748,229.90724622025635,10.707003094844397
0.08878125,250.21652239251773,239.3790762187788,10.837445967150105
0.088796875,253.51818563006924,242.57018440951796,10.94800102400637
0.0888125,250.354846792432,239.316588950809,11.038257655989018
0.08882812500000001,240.77701568945935,229.66915126618247,11.107864249427212
0.08884375,225.0513105076865,213.89478126283706,11.15652908366196
0.088859375,203.6501719593241,192.4661509978891,11.184020813790028
0.088875,177.2306451988561,166.04047651506323,11.190168550571256
0.088890625,146.6036577642177,135.4287960895711,11.174861556727482
0.08890625,112.69596843524958,101.55791974761351,11.138048585894706
0.088921875,76.50750943203313,65.42777245051667,11.079736896821874
0.0889375,39.06713905593414,28.067148008270834,10.999990980875895
0.08895312500000001,1.3898393654283634,-9.509091727978685,10.898931045376138
0.08896875,-35.56186008348454,-46.33859141055791,10.776731298634706
0.088984375,-70.90994262041302,-81.54356071318597,10.633618084746217
0.089,-103.88483297721193,-114.35470088113638,10.469867917110532
0.089015625,-133.84036300392938,-144.12616842812596,10.285805459374995
0.08903125,-160.2597559395221,-170.34155738256766,10.08180150097163
0.089046875,-182.75335812536653,-192.61162901571512,9.858270971750782
0.0890625,-201.04944286833538,-210.66511379921113,9.61567103645258
0.08907812500000001,-214.9798010701656,-224.33430024475783,9.35449930500981
0.08909375,-224.4620291939516,-233.53732122711872,9.075292189055997
0.089109375,-229.48051249503504,-238.259135741733,8.77862342865023
0.089125,-230.06818572065873,-238.53328831835643,8.465102806264227
0.089140625,-226.29125508111255,-234.42662990307787,8.135375057652642
0.08915625,-218.23903945573744,-226.029158173963,7.790118981493058
0.089171875,-206.02067520596486,-213.45072165649523,7.430046741787252
0.0891875,-189.7694550097776,-196.82535803928417,7.055903349108974
0.08920312500000001,-169.65416635870065,-176.32263230946543,6.668466299012926
0.08921875,-145.89539293496665,-152.16393789626008,6.268545338428695
0.089234375,-118.78381559568665,-124.64079751327716,5.8569823237926455
0.08925,-88.6973165302273,-94.13196722299837,5.434651128155308
0.089265625,-56.11404336687048,-61.11650045092721,5.002457548671034
0.08928125,-21.61926053772772,-26.180599204756682,4.561339160851403
0.089296875,14.095432900857523,9.98316836193844,4.112265061855096
0.0893125,50.2412251777917,46.5849902876798,3.6562354419918903
0.08932812500000001,85.94960518064748,82.75532483960589,3.1942809216184376
0.08934375,120.57533762454095,117.84787664372777,2.7274615897597725
0.089359375,165.24745113234178,162.9905860881055,2.2568656811433705
0.089375,249.61156830026528,247.82796113472529,1.7836078299139173
0.089390625,358.2895930050218,356.9807668550956,1.308826841187143
0.08940625,492.99968438982137,492.1660021812612,0.8336829260400661
0.089421875,658.3399580231035,657.9806044140231,0.3593543520211263
0.0894375,843.7187971828732,843.8317644798811,-0.11296652945602396
0.08945312500000001,1005.792825486378,1006.3749041821181,-0.5820779045198058
0.08946875,1076.7748376756947,1077.8216122648173,-1.0467737752705086
0.089484375,945.0003490036197,946.5061997199035,-1.5058498809318108
0.0895,649.8367056507814,651.7948167264534,-1.9581102200479201
0.089515625,310.09060723370914,312.49298220962567,-2.40237410134514
0.08953125,3.915779265834251,6.753263777819711,-2.8374836198888596
0.089546875,-221.8300678436006,-218.56775550767054,-3.2623114278276564
0.0895625,-369.6139916904843,-365.9382221191929,-3.6757686488001133
0.08957812500000001,-452.3979480417335,-448.32113433274947,-4.076812773817926
0.08959375,-483.5742071789589,-479.1097508589063,-4.464455374022521
0.089609375,-501.58771573277653,-496.7499453071462,-4.83776947064332
0.089625,-516.3727913345338,-511.1768939598812,-5.195896412710119
0.089640625,-528.3829706033981,-522.8449175099419,-5.538052126654229
0.08965625,-541.0769944202718,-535.21346083337,-5.863532617427723
0.089671875,-553.8675050117566,-547.6957854245798,-6.171718617308902
0.0896875,-563.845438311735,-557.3833580481084,-6.46207929573069
0.08970312500000001,-571.4211153854365,-564.686939460856,-6.734174961108725
0.08971875,-572.4125219714126,-565.4248623112019,-6.987658703697986
0.089734375,-565.8992863543799,-558.6770084605164,-7.222276946924601
0.08975,-554.4078470440675,-546.969977216047,-7.437868893346774
0.089765625,-539.6203261372387,-531.9859603473228,-7.6343648702719
0.08978125,-521.0067990766843,-513.1950145759729,-7.811783598930102
0.089796875,-500.13743727197937,-492.16720796116357,-7.970228429795151
0.0898125,-480.9429824009,-472.83309893861417,-8.109882604983412
0.08982812500000001,-458.9944572277514,-450.76345277066616,-8.231003626513463
0.08984375,-422.06681284748737,-413.7328952202369,-8.33391682647169
0.089859375,-368.3065826262901,-359.8875736066908,-8.419008251719852
0.089875,-270.6034756917478,-262.1167579683307,-8.486716991581318
0.089890625,-140.75837538192897,-132.22084759760858,-8.537527091704641
0.08990625000000001,13.478090450601703,22.05005031134408,-8.571959210548062
0.089921875,196.95299686139356,205.54355965185573,-8.590562185909299
0.0899375,399.02467194086563,407.6185771832394,-8.593904686693458
0.08995312500000001,602.6596149398731,611.2421825721068,-8.582567128660981
0.08996875,792.1425977887311,800.699732268264,-8.557134031298848
0.089984375,952.2325047835734,960.7506921587213,-8.518186985470532
0.09,1069.037676429302,1077.5039751449092,-8.4662983876841
0.090015625,1132.2687214032312,1140.6707477428808,-8.402026076649733
0.09003125000000001,1136.2029414186093,1144.528850595292,-8.325908981736177
0.090046875,1080.405639672694,1088.6441036584188,-8.23846386191515
0.0900625,969.7755631992158,977.9157464280156,-8.140183179153802
